School,SchoolCategory,District,Year,mathNLImet,mathLImet,SchoolType,LowIncome,ELL,SpecialEd,Enrollment,NLIGradRate,LIGradRate
MONTESANO JR-SR HIGH,Comprehensive,MONTESANO SD,2010,44.98,27.27,Public,25.44,,14.29,287,86.08,88.31
MONTESANO JR-SR HIGH,Comprehensive,MONTESANO SD,2009,47.71,29.79,Public,31.5,,9.79,327,86.87,77.28
MONTESANO JR-SR HIGH,Comprehensive,MONTESANO SD,2008,53.95,27.91,Public,27.55,0,7.74,323,97.55,72.19
MONTESANO LEARNING A,Comprehensive,MONTESANO SD,2010,,,Alternative,,0,0,,,
MONTICELLO MIDDLE SC,Middle,LONGVIEW SD,2009,40.78,25.07,Public,66.55,5.06,12.12,553,,
MONTICELLO MIDDLE SC,Middle,LONGVIEW SD,2008,46.98,23.39,Public,60.03,4.12,11.32,583,,
MONTICELLO MIDDLE SC,Middle,LONGVIEW SD,2010,47.17,21.75,Public,68.4,5.2,15.22,519,,
MONTLAKE ELEMENTARY,Elem,SEATTLE PS,2010,85.86,52.63,Public,16.1,0,16.1,118,,
MONTLAKE ELEMENTARY,Elem,SEATTLE PS,2008,86.79,56.25,Public,13.11,0,19.67,122,,
MONTLAKE ELEMENTARY,Elem,SEATTLE PS,2009,90.48,63.16,Public,15.32,0,22.58,124,,
MONUMENT ELEMENTARY,Middle,QUINCY SD,2009,56.67,31.24,Public,85.25,32.62,7.21,610,,
MONUMENT ELEMENTARY,Middle,QUINCY SD,2010,62.03,50.14,Public,86.45,30.91,8.93,605,,
MONUMENT ELEMENTARY,Middle,QUINCY SD,2008,62.5,38.27,Public,84.55,31.62,5.33,563,,
MOORLANDS ELEMENTARY,Elem,NORTHSHORE SD,2009,79.8,57.14,Public,11.08,,14.29,343,,
MOORLANDS ELEMENTARY,Elem,NORTHSHORE SD,2010,80.68,58.82,Public,11.31,,16.07,336,,
MOORLANDS ELEMENTARY,Elem,NORTHSHORE SD,2008,82.59,65.62,Public,9.63,,14.45,353,,
MORAN PRAIRIE ELEMEN,Elem,SPOKANE SD,2010,81.32,70.27,Public,12.84,,10.14,296,,
MORAN PRAIRIE ELEMEN,Elem,SPOKANE SD,2008,85.77,65.22,Public,8.05,,9.06,298,,
MORAN PRAIRIE ELEMEN,Elem,SPOKANE SD,2009,85.96,66.67,Public,7.77,,10.36,309,,
MORGAN CENTER SCHOOL,High,BREMERTON SD,2010,,,Alternative,,0,,,,
MORGAN MIDDLE SCHOOL,Middle,ELLENSBURG SD,2010,60.54,37.56,Public,33.38,2.23,11.57,674,,
MORGAN MIDDLE SCHOOL,Middle,ELLENSBURG SD,2008,61.54,37.66,Public,28.45,5.43,11.18,608,,
MORGAN MIDDLE SCHOOL,Middle,ELLENSBURG SD,2009,62.88,35.12,Public,34.62,4.15,12,650,,
MORGEN OWINGS ELEMEN,Elem,LAKE CHELAN SD,2009,72,74.67,Public,63.54,18.4,11.46,288,,
MORGEN OWINGS ELEMEN,Elem,LAKE CHELAN SD,2010,78.79,63.46,Public,65.67,23.33,14,300,,
MORGEN OWINGS ELEMEN,Elem,LAKE CHELAN SD,2008,81.98,77.85,Public,60.69,20,11.72,290,,
MORRIS FORD MIDDLE S,Middle,FRANKLIN PIERCE SD,2008,59.62,40.94,Public,51.76,2.09,8.59,908,,
MORRIS FORD MIDDLE S,Middle,FRANKLIN PIERCE SD,2010,64.74,46.6,Public,55.39,3.59,8.38,919,,
MORRIS FORD MIDDLE S,Middle,FRANKLIN PIERCE SD,2009,66.51,42.93,Public,48.45,,7.4,838,,
MORRIS SCHOTT MIDDLE,Middle,WAHLUKE SD,2008,29.57,21.24,Public,75,52.67,11.07,524,,
MORRIS SCHOTT MIDDLE,Middle,WAHLUKE SD,2009,35.21,22.89,Public,69.97,57,9.22,293,,
MORRIS SCHOTT MIDDLE,Middle,WAHLUKE SD,2010,83.33,47.89,Public,93.87,52.26,11.94,310,,
MORTON ELEMENTARY SC,Elem,MORTON SD,2010,50,30.43,Public,65.71,0,31.43,70,,
MORTON ELEMENTARY SC,Elem,MORTON SD,2009,52.38,26.09,Public,52.81,0,21.35,89,,
MORTON ELEMENTARY SC,Elem,MORTON SD,2008,54.35,32.73,Public,54.46,0,20.79,101,,
MORTON JUNIOR-SENIOR,Comprehensive,MORTON SD,2010,40,10.91,Public,56.57,0,27.27,99,54,57.44
MORTON JUNIOR-SENIOR,Comprehensive,MORTON SD,2008,46.88,19.15,Public,43.59,0,16.24,117,63.15,60.8
MORTON JUNIOR-SENIOR,Comprehensive,MORTON SD,2009,48.94,12.73,Public,54.81,0,18.27,104,66.48,75.56
MOSES LAKE HIGH SCHO,High,MOSES LAKE SD,2010,47.81,28.72,Public,44.92,2.81,8.64,463,87.2,75.43
MOSES LAKE HIGH SCHO,High,MOSES LAKE SD,2009,48.66,25.5,Public,49.9,4,7.81,525,88.23,82.91
MOSES LAKE HIGH SCHO,High,MOSES LAKE SD,2008,54.08,34.02,Public,52.05,6.56,8.4,488,80.02,80.81
MOSSYROCK ELEMENTARY,Elem,MOSSYROCK SD,2009,56.79,34.78,Public,59.3,5.03,15.58,199,,
MOSSYROCK ELEMENTARY,Elem,MOSSYROCK SD,2010,57.69,45.63,Public,57.14,,15.93,182,,
MOSSYROCK ELEMENTARY,Elem,MOSSYROCK SD,2008,62.89,36.79,Public,52.45,,12.75,204,,
MOSSYROCK JR./SR. HI,Comprehensive,MOSSYROCK SD,2010,46.15,35.53,Public,53.15,,13.29,143,,
MOSSYROCK JR./SR. HI,Comprehensive,MOSSYROCK SD,2008,46.75,32.47,Public,50.31,,13.04,161,86.63,60.23
MOSSYROCK JR./SR. HI,Comprehensive,MOSSYROCK SD,2009,55,35.14,Public,50.3,7.78,10.78,167,100,78.95
MOUNT ADAMS MIDDLE S,Middle,MOUNT ADAMS SD,2008,31.25,18.7,Public,88.11,12.59,11.89,143,,
MOUNT ADAMS MIDDLE S,Middle,MOUNT ADAMS SD,2009,41.18,23.89,Public,87.5,9.56,13.97,136,,
MOUNT ADAMS MIDDLE S,Middle,MOUNT ADAMS SD,2010,42.86,26.27,Public,85.53,7.89,15.13,152,,
MOUNT BAKER ACADEMY,Comprehensive,MOUNT BAKER SD,2010,5.08,,Public,0,0,0,59,,
MOUNT BAKER JUNIOR H,Middle,MOUNT BAKER SD,2008,58.54,43.23,Public,55.07,4.38,12.88,365,,
MOUNT BAKER JUNIOR H,Middle,MOUNT BAKER SD,2009,65.81,52.58,Public,56.3,5.04,12.04,357,,
MOUNT BAKER JUNIOR H,Middle,MOUNT BAKER SD,2010,68.89,51.14,Public,58.15,5.23,13.23,325,,
MOUNT BAKER MIDDLE S,Middle,MOUNT VERNON SD,2008,52.48,28.98,Public,56.08,16.2,10.45,469,,
MOUNT BAKER MIDDLE S,Middle,MOUNT VERNON SD,2009,62.44,33.83,Public,59.18,16.08,11.96,485,,
MOUNT BAKER MIDDLE S,Middle,MOUNT VERNON SD,2010,64.94,46.46,Public,63.24,16.6,13.66,476,,
MOUNT BAKER SENIOR H,High,MOUNT BAKER SD,2009,68.97,60,Public,48.85,,10.34,174,77.03,73.58
MOUNT BAKER SENIOR H,High,MOUNT BAKER SD,2010,69.88,51.25,Public,50.29,,13.45,171,93.55,70.49
MOUNT BAKER SENIOR H,High,MOUNT BAKER SD,2008,75,54.95,Public,54.49,,15.73,178,78.69,81.48
MOUNT ERIE ELEMENTAR,Elem,ANACORTES SD,2009,73.12,69.33,Public,29.28,,8.75,263,,
MOUNT ERIE ELEMENTAR,Elem,ANACORTES SD,2008,83.77,68.97,Public,24.21,,6.35,252,,
MOUNT ERIE ELEMENTARy,Elem,ANACORTES SD,2010,69.71,55.84,Public,31.1,,10.63,254,,
MOUNT PLEASANT ELEME,Elem,MOUNT PLEASANT SD,2009,45.45,,Public,,0,,14,,
MOUNT PLEASANT ELEME,Elem,MOUNT PLEASANT SD,2010,63.64,,Public,,0,,25,,
MOUNT PLEASANT ELEME,Elem,MOUNT PLEASANT SD,2008,82.61,,Public,,0,,25,,
MOUNT RAINIER HIGH S,High,HIGHLINE SD,2010,43,28.87,Public,25.97,6.61,9.34,439,82.53,85.25
MOUNT RAINIER HIGH S,High,HIGHLINE SD,2009,51.69,26.29,Public,41.63,5.15,8.37,466,72.84,76.72
MOUNT RAINIER HIGH S,High,HIGHLINE SD,2008,59.14,29.79,Public,35.46,4.49,8.27,423,81.82,92.93
MOUNT SI HIGH SCHOOL,High,SNOQUALMIE VLY SD,2010,63.12,42.86,Public,11.67,,10.08,377,92.53,76.81
MOUNT SI HIGH SCHOOL,High,SNOQUALMIE VLY SD,2009,64.22,35.29,Public,9.51,,6.17,389,98.45,
MOUNT SI HIGH SCHOOL,High,SNOQUALMIE VLY SD,2008,70.87,38.24,Public,9.02,,7.56,410,95.54,81.63
MOUNT VERNON HIGH SC,High,MOUNT VERNON SD,2010,51.94,18.72,Public,56.24,10.84,12.47,489,75.28,71.01
MOUNT VERNON HIGH SC,High,MOUNT VERNON SD,2009,53.07,19.72,Public,55.45,13.51,11.85,422,65.21,57.58
MOUNT VERNON HIGH SC,High,MOUNT VERNON SD,2008,54.44,25.52,Public,43.74,19.92,8.62,487,68.02,66.48
MOUNT VERNON SPECIAL,Comprehensive,MOUNT VERNON SD,2008,,,Alternative,,,,14,,
MOUNT VERNON SPECIAL,Comprehensive,MOUNT VERNON SD,2010,0,0,Alternative,,0,100,11,,
MOUNT VERNON SPECIAL,Comprehensive,MOUNT VERNON SD,2009,11.11,,Alternative,,,,20,,
MOUNT VIEW ELEMENTAR,Elem,HIGHLINE SD,2010,59.18,45.45,Public,60.68,27.12,11.53,295,,
MOUNT VIEW ELEMENTAR,Elem,HIGHLINE SD,2008,61.11,40.65,Public,75.57,22.48,13.03,307,,
MOUNT VIEW ELEMENTAR,Elem,HIGHLINE SD,2009,64.29,40.52,Public,80.98,24.26,12.13,305,,
MOUNTAIN MEADOW ELEM,Elem,WHITE RIVER SD,2008,75.96,55.1,Public,21.61,,9.32,236,,
MOUNTAIN MEADOW ELEM,Elem,WHITE RIVER SD,2009,78.82,57.89,Public,25.11,,13.22,227,,
MOUNTAIN MEADOW ELEM,Elem,WHITE RIVER SD,2010,81.25,55.74,Public,24.11,,13.44,253,,
MOUNTAIN VIEW ELEM,Elem,FERNDALE SD,2008,56.73,42.86,Public,52.49,5.43,19.46,221,,
MOUNTAIN VIEW ELEM,Elem,FERNDALE SD,2010,64.65,39.02,Public,56.96,,17.39,230,,
MOUNTAIN VIEW ELEM,Elem,FERNDALE SD,2009,66.33,47.58,Public,56.64,4.42,15.04,226,,
MOUNTAIN VIEW ELEMEN,Elem,NORTH THURSTON PS,2010,67.54,57.06,Public,48.53,,16,375,,
MOUNTAIN VIEW ELEMEN,Elem,NORTH THURSTON PS,2009,70.24,57.14,Public,46.63,3.37,16.84,386,,
MOUNTAIN VIEW ELEMEN,Elem,NORTH THURSTON PS,2008,75.74,64.85,Public,59.13,5.53,14.9,416,,
MOUNTAIN VIEW ELEMEN,Elem,PORT TOWNSEND SD,2008,59.87,53.28,Public,46.96,,10.14,296,,
MOUNTAIN VIEW ELEMEN,Elem,PORT TOWNSEND SD,2009,62.8,59.38,Public,49.24,,12.54,327,,
MOUNTAIN VIEW ELEMEN,Elem,SHELTON SD,2010,64.58,42.57,Public,58.33,,21.26,348,,
MOUNTAIN VIEW ELEMEN,Elem,SHELTON SD,2009,72.92,47.87,Public,57.01,0,20.9,335,,
MOUNTAIN VIEW ELEMEN,Elem,SHELTON SD,2008,76.51,49.62,Public,46.5,0,21.33,286,,
MOUNTAIN VIEW HIGH S,High,EVERGREEN (CLARK)SD,2010,49.62,36.59,Public,32.69,3.37,11.3,416,80.86,61.46
MOUNTAIN VIEW HIGH S,High,EVERGREEN (CLARK)SD,2009,61.94,38.83,Public,29.77,3.05,8.65,393,80.74,70
MOUNTAIN VIEW HIGH S,High,EVERGREEN (CLARK)SD,2008,61.96,27.37,Public,25.94,3.53,13.6,397,86.58,60.98
MOUNTAIN VIEW MIDDLE,Middle,BREMERTON SD,2010,56.84,39.07,Public,60.5,2.4,12.64,957,,
MOUNTAIN VIEW MIDDLE,Middle,BREMERTON SD,2009,58.82,36.62,Public,61.27,3.41,12.49,1025,,
MOUNTAIN VIEW MIDDLE,Middle,BREMERTON SD,2008,60.1,36.13,Public,62.02,2.96,12.79,1048,,
MOUNTAIN VIEW MIDDLE,Middle,EAST VALLEY (SPK)SD,2008,52.7,30.67,Public,39.04,,8.82,397,,
MOUNTAIN VIEW MIDDLE,Middle,EAST VALLEY (SPK)SD,2009,53.49,26.14,Public,41.62,,9.73,370,,
MOUNTAIN VIEW MIDDLE,Middle,EAST VALLEY (SPK)SD,2010,58.22,33.11,Public,40.05,,11.67,377,,
MOUNTAIN VIEW MIDDLE,Middle,SUMNER SD,2009,56.28,41.18,Public,26.41,,12.27,587,,
MOUNTAIN VIEW MIDDLE,Middle,SUMNER SD,2008,58.6,36.84,Public,23.86,,14.44,658,,
MOUNTAIN VIEW MIDDLE,Middle,SUMNER SD,2010,66.02,39.44,Public,30.76,,13.28,595,,
MOUNTAIN WAY ELEMENT,Elem,GRANITE FALLS SD,2009,64.88,49.59,Public,42.07,,16.21,290,,
MOUNTAIN WAY ELEMENT,Elem,GRANITE FALLS SD,2010,69.14,56.78,Public,40.27,0,18.77,293,,
MOUNTAIN WAY ELEMENT,Elem,GRANITE FALLS SD,2008,70.11,43.59,Public,39.81,,17.8,309,,
MOUNTAINSIDE MIDDLE,Middle,MEAD SD,2008,70.39,45.93,Public,26.85,,9.35,663,,
MOUNTAINSIDE MIDDLE,Middle,MEAD SD,2009,72.43,48.17,Public,23.74,,9.78,716,,
MOUNTAINSIDE MIDDLE,Middle,MEAD SD,2010,72.71,48.11,Public,29.25,1.35,15.09,742,,
MOUNTAINVIEW ELEMENT,Elem,WEST VLY (YAK)SD,2010,64.81,46.58,Public,57.48,,17.32,127,,
MOUNTAINVIEW ELEMENT,Elem,WEST VLY (YAK)SD,2008,65.67,37.25,Public,45.08,8.2,15.57,122,,
MOUNTAINVIEW ELEMENT,Elem,WEST VLY (YAK)SD,2009,71.7,60.78,Public,55.08,11.86,16.95,118,,
MOUNTLAKE TERRACE EL,Elem,EDMONDS SD,2008,41.41,40.74,Public,46.49,8.11,19.46,185,,
MOUNTLAKE TERRACE EL,Elem,EDMONDS SD,2010,49.59,37.82,Public,50,12.6,23.62,254,,
MOUNTLAKE TERRACE EL,Elem,EDMONDS SD,2009,54.12,41.1,Public,46.01,11.04,18.4,163,,
MOUNTLAKE TERRACE HI,High,EDMONDS SD,2010,45.17,36.84,Public,26.45,4.68,12.67,363,86.1,80.23
MOUNTLAKE TERRACE HI,High,EDMONDS SD,2009,52.04,37.1,Public,18.56,6.19,6.44,388,89.07,84.76
MOUNTLAKE TERRACE HI,High,EDMONDS SD,2008,61.44,46.58,Public,22.87,6.57,8.76,411,89.36,88.41
MOXEE ELEMENTARY,Elem,EAST VALLEY (YAK)SD,2009,57.14,55.06,Public,70.42,18.31,11.27,142,,
MOXEE ELEMENTARY,Elem,EAST VALLEY (YAK)SD,2010,66.2,40.44,Public,66.03,,7.66,209,,
MOXEE ELEMENTARY,Elem,EAST VALLEY (YAK)SD,2008,72.22,63.64,Public,53.78,20.17,12.61,119,,
MT BAKER MIDDLE SCHO,Middle,AUBURN SD,2008,69.25,33.33,Public,41.76,8.02,9.35,898,,
MT BAKER MIDDLE SCHO,Middle,AUBURN SD,2010,72.19,44.42,Public,48.95,8.42,9.63,903,,
MT BAKER MIDDLE SCHO,Middle,AUBURN SD,2009,72.6,46.65,Public,42.7,5.84,8.54,890,,
MT SPOKANE HIGH SCHO,High,MEAD SD,2010,56.25,34.83,Public,26.36,,10.34,387,94.94,90.9
MT SPOKANE HIGH SCHO,High,MEAD SD,2009,57.28,34.67,Public,20.41,,10.34,387,98.4,86.84
MT SPOKANE HIGH SCHO,High,MEAD SD,2008,57.47,24.62,Public,23.33,,12.67,300,89.02,77.39
MT TAHOMA,High,TACOMA SD,2010,21.88,22.43,Public,61.37,4.74,13.03,422,79.17,83.62
MT TAHOMA,High,TACOMA SD,2009,24,21.93,Public,61.51,4.91,11.13,530,74.71,74.83
MT TAHOMA,High,TACOMA SD,2008,31.79,17.09,Public,62.26,4.26,12.37,469,70.65,87.04
MT VIEW ELEMENTARY,Elem,PUYALLUP SD,2010,72.11,50.98,Public,25.63,,11.06,199,,
MT VIEW ELEMENTARY,Elem,PUYALLUP SD,2008,73.11,44.68,Public,28.74,,10.78,167,,
MT VIEW ELEMENTARY,Elem,PUYALLUP SD,2009,78.86,60,Public,28.07,,10.53,171,,
MT. PILCHUCK ELEMENT,Elem,LAKE STEVENS SD,2010,67.17,38.1,Public,39.21,,23.71,329,,
MT. PILCHUCK ELEMENT,Elem,LAKE STEVENS SD,2008,67.26,43.75,Public,22.97,,19.37,222,,
MT. PILCHUCK ELEMENT,Elem,LAKE STEVENS SD,2009,74.5,44.32,Public,30.8,,19.38,289,,
MT. SOLO MIDDLE SCHO,Middle,LONGVIEW SD,2008,48.44,26.01,Public,33.46,,10.15,532,,
MT. SOLO MIDDLE SCHO,Middle,LONGVIEW SD,2009,50.61,28.29,Public,38.59,,11.5,539,,
MT. SOLO MIDDLE SCHO,Middle,LONGVIEW SD,2010,58.15,42.03,Public,39.48,,11.92,537,,
MT. STUART ELEMENTAR,Elem,ELLENSBURG SD,2009,56.3,49.48,Public,42.74,8.71,13.28,241,,
MT. STUART ELEMENTAR,Elem,ELLENSBURG SD,2010,58.97,33.33,Public,48.25,8.33,18.42,228,,
MT. STUART ELEMENTAR,Elem,ELLENSBURG SD,2008,59.83,45.37,Public,48.92,9.52,14.29,231,,
MUCKLESHOOT TRIBAL S,Comprehensive,ENUMCLAW SD,2008,,,Alternative,0,0,,11,,
MUCKLESHOOT TRIBAL S,Comprehensive,ENUMCLAW SD,2009,0,0,Alternative,35.29,0,24.71,85,,
MUCKLESHOOT TRIBAL S,Comprehensive,ENUMCLAW SD,2010,2.27,1.32,Alternative,44.71,0,17.06,170,,
MUIR ELEMENTARY,Elem,LAKE WASHINGTON SD,2010,55.05,37.74,Public,49.54,12.84,16.06,218,,
MUIR ELEMENTARY,Elem,LAKE WASHINGTON SD,2008,67.35,41.86,Public,41.27,21.03,13.1,252,,
MUIR ELEMENTARY,Elem,LAKE WASHINGTON SD,2009,71.88,53.93,Public,41.78,16,8,225,,
MUKILTEO ELEMENTARY,Elem,MUKILTEO SD,2008,80.97,53.85,Public,11.82,,14.24,330,,
MUKILTEO ELEMENTARY,Elem,MUKILTEO SD,2010,85.77,56.9,Public,18.13,3.02,15.41,331,,
MUKILTEO ELEMENTARY,Elem,MUKILTEO SD,2009,87.88,61.36,Public,13.29,,14.45,346,,
MULLAN ROAD ELEMENTA,Elem,SPOKANE SD,2010,74.18,51.11,Public,14.06,0,10.62,320,,
MULLAN ROAD ELEMENTA,Elem,SPOKANE SD,2009,77.61,65.96,Public,14.92,,10.48,315,,
MULLAN ROAD ELEMENTA,Elem,SPOKANE SD,2008,83.48,58.54,Public,15.64,,10.55,275,,
MULLENIX RIDGE ELEME,Elem,SOUTH KITSAP SD,2010,74.72,60.81,Public,21.8,0,9.01,344,,
MULLENIX RIDGE ELEME,Elem,SOUTH KITSAP SD,2009,75.77,58.67,Public,22.62,0,8.33,336,,
MULLENIX RIDGE ELEME,Elem,SOUTH KITSAP SD,2008,76.09,55.38,Public,19.06,0,8.8,341,,
NACHES TRAIL ELEMENT,Elem,BETHEL SD,2010,57.85,41.67,Public,42.55,0,17.49,423,,
NACHES TRAIL ELEMENT,Elem,BETHEL SD,2008,59.15,53.3,Public,37.55,0,12.65,490,,
NACHES TRAIL ELEMENT,Elem,BETHEL SD,2009,60.21,40.69,Public,40.92,0,13.37,501,,
NACHES VALLEY HIGH S,High,NACHES VALLEY SD,2008,48.89,28.57,Public,29.32,,,133,94.61,80.52
NACHES VALLEY HIGH S,High,NACHES VALLEY SD,2009,50.5,33.33,Public,25.87,,8.39,143,90.82,100
NACHES VALLEY HIGH S,High,NACHES VALLEY SD,2010,55.42,28.21,Public,31.58,,,133,,84.23
NACHES VALLEY INTERM,Elem,NACHES VALLEY SD,2010,60.71,32.95,Public,47.91,7.44,12.09,215,,
NACHES VALLEY INTERM,Elem,NACHES VALLEY SD,2009,67.52,36.49,Public,40.1,8.12,9.64,197,,
NACHES VALLEY MIDDLE,Middle,NACHES VALLEY SD,2010,52.43,29.44,Public,41.65,2.6,11.5,461,,
NACHES VALLEY MIDDLE,Middle,NACHES VALLEY SD,2009,61.25,39.77,Public,38.82,2.74,10.76,474,,
NACHES VALLEY MIDDLE,Middle,NACHES VALLEY SD,2008,62.67,41.74,Public,36.3,3.79,10.79,686,,
NAPAVINE ELEMENTARY,Elem,NAPAVINE SD,2010,66.36,55.4,Public,56,,15.6,250,,
NAPAVINE ELEMENTARY,Elem,NAPAVINE SD,2009,66.67,65.71,Public,56.22,0,15.26,249,,
NAPAVINE ELEMENTARY,Elem,NAPAVINE SD,2008,67.65,55,Public,41.84,0,15.9,239,,
NAPAVINE JR SR HIGH,Comprehensive,NAPAVINE SD,2010,62.75,41.77,Public,43.41,,15.38,182,91.42,100
NAPAVINE JR SR HIGH,Comprehensive,NAPAVINE SD,2008,76.11,41.46,Public,26.92,0,8.33,156,100,82.94
NAPAVINE JR SR HIGH,Comprehensive,NAPAVINE SD,2009,76.99,50.7,Public,38.17,,11.83,186,93.36,66.35
NARROWS VIEW INTERME,Middle,UNIVERSITY PL SD,2008,70.1,47.53,Public,39.91,2.47,11.32,689,,
NARROWS VIEW INTERME,Middle,UNIVERSITY PL SD,2009,71.67,51.16,Public,34.51,1.69,9.2,652,,
NARROWS VIEW INTERME,Middle,UNIVERSITY PL SD,2010,77.83,55.35,Public,40.86,,12.63,673,,
NASELLE ELEMENTARY,Elem,NASELLE SD,2010,58.7,49.09,Public,54.46,,17.82,101,,
NASELLE ELEMENTARY,Elem,NASELLE SD,2009,80.95,63.27,Public,54.35,,16.3,92,,
NASELLE ELEMENTARY,Elem,NASELLE SD,2008,81.63,51.06,Public,48.96,,12.5,96,,
NASELLE JR SR HIGH S,Comprehensive,NASELLE SD,2010,76.19,60.61,Public,44.87,,,78,94.12,95
NASELLE JR SR HIGH S,Comprehensive,NASELLE SD,2008,80.49,75.61,Public,51.19,,,84,92.86,74.07
NASELLE JR SR HIGH S,Comprehensive,NASELLE SD,2009,83.33,66.67,Public,46.25,,,80,61.9,100
NASELLE YOUTH CAMP S,High,NASELLE SD,2008,,4.35,Alternative,,,,28,,7.42
NASELLE YOUTH CAMP S,High,NASELLE SD,2009,0,8.33,Alternative,,,,45,,3.36
NASELLE YOUTH CAMP S,High,NASELLE SD,2010,0,14.81,Alternative,97.06,0,29.41,34,,2.74
NATHAN HALE HIGH SCH,High,SEATTLE PS,2009,71.89,48.98,Public,19.05,,12.45,273,93.46,98.41
NATHAN HALE HIGH SCH,High,SEATTLE PS,2010,73.68,33.33,Public,29.57,,17.9,257,94.08,79.43
NATHAN HALE HIGH SCH,High,SEATTLE PS,2008,73.79,40.62,Public,15.48,,13.1,252,85.27,83.08
NAUTILUS ELEMENTARY,Elem,FEDERAL WAY SD,2010,71.62,46.9,Public,43.66,11.19,14.55,268,,
NAUTILUS ELEMENTARY,Elem,FEDERAL WAY SD,2009,72.6,55.21,Public,40.32,11.07,15.42,253,,
NAUTILUS ELEMENTARY,Elem,FEDERAL WAY SD,2008,81.54,65.85,Public,41.38,12.93,13.79,232,,
NAVAL AVENUE ELEMENT,Elem,BREMERTON SD,2010,57.14,58.97,Public,73.58,,20.75,53,,
NAVAL AVENUE ELEMENT,Elem,BREMERTON SD,2008,70,74.42,Public,81.48,0,,54,,
NAVAL AVENUE ELEMENT,Elem,BREMERTON SD,2009,72.73,48,Public,69.44,,,36,,
NEAH BAY ELEMENTARY,Elem,CAPE FLATTERY SD,2009,51.85,44.64,Public,67.86,35.71,,84,,
NEAH BAY ELEMENTARY,Elem,CAPE FLATTERY SD,2010,52.17,36.73,Public,67.12,27.4,,73,,
NEAH BAY ELEMENTARY,Elem,CAPE FLATTERY SD,2008,78.57,47.62,Public,81.82,22.08,,77,,
NEAH BAY JUNIOR/ SEN,Comprehensive,CAPE FLATTERY SD,2008,37.5,18.46,Public,65.66,18.18,15.15,99,,88.76
NEAH BAY JUNIOR/ SEN,Comprehensive,CAPE FLATTERY SD,2009,55.56,17.74,Public,70.33,17.58,14.29,91,77.78,75.79
NEAH BAY JUNIOR/ SEN,Comprehensive,CAPE FLATTERY SD,2010,64.29,33.96,Public,68.69,19.19,15.15,99,,79.12
NEELY O BRIEN ELEMEN,Elem,KENT SD,2009,62.5,40.2,Public,65.95,23.78,22.97,370,,
NEELY O BRIEN ELEMEN,Elem,KENT SD,2008,65.22,34.24,Public,61.76,24.06,20.32,374,,
NEELY O BRIEN ELEMEN,Elem,KENT SD,2010,65.96,46.84,Public,69.47,20.25,24.3,321,,
NELSEN MIDDLE SCHOOL,Middle,RENTON SD,2009,50.52,27.09,Public,45.8,8.3,13.78,1096,,
NELSEN MIDDLE SCHOOL,Middle,RENTON SD,2008,55.15,29.52,Public,42.18,6.83,13.67,1112,,
NELSEN MIDDLE SCHOOL,Middle,RENTON SD,2010,61.1,38.17,Public,52.49,6.42,15.33,1044,,
NELSON ELEMENTARY SC,Elem,BETHEL SD,2010,61.29,54.26,Public,25.2,0,10.99,373,,
NESPELEM ELEMENTARY,Comprehensive,NESPELEM SD,2010,16.67,10.29,Public,84.15,0,19.51,82,,
NESPELEM ELEMENTARY,Comprehensive,NESPELEM SD,2009,21.43,19.12,Public,82.93,0,19.51,82,,
NESPELEM ELEMENTARY,Comprehensive,NESPELEM SD,2008,26.67,24.66,Public,82.95,0,18.18,88,,
NESS ELEMENTARY,Elem,WEST VLY (SPK)SD,2010,71.05,62.5,Public,75.93,,12.96,162,,
NESS ELEMENTARY,Elem,WEST VLY (SPK)SD,2008,71.19,55.77,Public,65.09,,15.98,169,,
NESS ELEMENTARY,Elem,WEST VLY (SPK)SD,2009,79.49,53.57,Public,74.68,,14.94,154,,
NEW FRONTIERS JR HIG,Middle,CENTRAL KITSAP SD,2008,,,Alternative,,,,14,,
NEW FRONTIERS JR HIG,Middle,CENTRAL KITSAP SD,2009,0,10,Alternative,,,,20,,
NEW FRONTIERS JR HIG,Middle,CENTRAL KITSAP SD,2010,16.67,,Alternative,,0,,20,,
NEW HORIZONS HIGH SC,Comprehensive,PASCO SD,2009,,1.89,Alternative,,,,73,45.24,82.44
NEW HORIZONS HIGH SC,Comprehensive,PASCO SD,2010,0,2.44,Alternative,76.92,27.69,,65,30.68,86.19
NEW HORIZONS HIGH SC,Comprehensive,PASCO SD,2008,11.76,1.89,Alternative,,,,81,63.47,71.83
NEW MARKET HIGH SCHO,High,TUMWATER SD,2008,,,Alternative,,,,6,5.8,
NEW MARKET HIGH SCHO,High,TUMWATER SD,2009,0,0,Alternative,,,,,30.88,
NEW MARKET HIGH SCHO,High,TUMWATER SD,2010,6.67,,Alternative,0,0,0,15,37.98,
NEW START,High,HIGHLINE SD,2009,8.33,9.52,Alternative,,,,36,49.45,35.62
NEW START,High,HIGHLINE SD,2010,9.09,0,Alternative,48.39,,35.48,31,63.12,37.37
NEW START,High,HIGHLINE SD,2008,10,7.14,Alternative,,,,31,,
NEWCASTLE ELEMENTARY,Elem,ISSAQUAH SD,2010,83.74,54.55,Public,6.39,,5.02,219,,
NEWCASTLE ELEMENTARY,Elem,ISSAQUAH SD,2008,85.58,63.16,Public,10.21,5.11,4.26,235,,
NEWCASTLE ELEMENTARY,Elem,ISSAQUAH SD,2009,89.1,66.67,Public,10.42,,4.58,240,,
